inscricao_id,aluno_id,uc_id,semestre,ano_letivo,nota_final,resultado,epoca
I0005827,A00549,MKTG,1,2024/2025,2,Reprovado,Especial
I0005828,A00549,PSIC,2,2023/2024,11,Aprovado,Normal
I0005829,A00549,EDUC,1,2024/2025,16,Aprovado,Normal
I0005830,A00549,ING1,1,2022/2023,13,Aprovado,Normal
I0005831,A00550,PSIC,2,2025/2026,14,Aprovado,Normal
I0005832,A00550,FINA,2,2025/2026,20,Aprovado,Recurso
I0005833,A00550,ALGA,2,2025/2026,11,Aprovado,Recurso
I0005834,A00550,ANAC,2,2025/2026,15,Aprovado,Normal
I0005835,A00550,ING1,2,2025/2026,19,Aprovado,Normal
I0005836,A00550,CONT,1,2025/2026,10,Aprovado,Normal
I0005837,A00550,MACR,1,2025/2026,,Não avaliado,Recurso
I0005838,A00550,SINA,2,2025/2026,16,Aprovado,Especial
I0005839,A00550,ESTG,2,2025/2026,16,Aprovado,Normal
I0005840,A00550,REDES,1,2025/2026,,Não avaliado,Normal
I0005841,A00550,CALC,2,2025/2026,19,Aprovado,Normal
I0005842,A00550,PROJ,2,2025/2026,4,Reprovado,Especial
I0005843,A00550,PROG,2,2025/2026,0,Reprovado,Recurso
I0005844,A00550,GENE,1,2025/2026,15,Aprovado,Normal
I0005845,A00551,PROJ,2,2024/2025,11,Aprovado,Normal
I0005846,A00551,SINA,2,2024/2025,,Não avaliado,Recurso
I0005847,A00551,MICR,1,2024/2025,10,Aprovado,Normal
I0005848,A00551,QUIM,1,2024/2025,20,Aprovado,Normal
I0005849,A00551,CALC,2,2025/2026,17,Aprovado,Normal
I0005850,A00551,DSCI,2,2025/2026,20,Aprovado,Normal
I0005851,A00551,SOFT,1,2025/2026,11,Aprovado,Normal
I0005852,A00551,BIAR,1,2024/2025,15,Aprovado,Normal
I0005853,A00551,SEMI,1,2024/2025,11,Aprovado,Recurso
I0005854,A00551,PSIC,2,2024/2025,18,Aprovado,Recurso
I0005855,A00551,MLAB,2,2024/2025,,Não avaliado,Normal
I0005856,A00551,FINA,2,2024/2025,0,Reprovado,Normal
I0005857,A00551,ESTA,2,2024/2025,7,Reprovado,Normal
I0005858,A00552,REDES,2,2024/2025,12,Aprovado,Normal
I0005859,A00552,GENE,1,2024/2025,20,Aprovado,Normal
I0005860,A00552,CALC,1,2025/2026,12,Aprovado,Normal
I0005861,A00552,FIS1,1,2024/2025,16,Aprovado,Normal
I0005862,A00552,ESTG,2,2024/2025,11,Aprovado,Normal
I0005863,A00552,SEMI,1,2025/2026,12,Aprovado,Especial
I0005864,A00552,PROG,2,2025/2026,19,Aprovado,Normal
I0005865,A00552,BIAR,2,2025/2026,11,Aprovado,Normal
I0005866,A00552,FIS2,1,2025/2026,11,Aprovado,Normal
I0005867,A00552,SOFT,2,2025/2026,10,Aprovado,Normal
I0005868,A00552,CONT,1,2025/2026,3,Reprovado,Normal
I0005869,A00552,DWHS,1,2024/2025,14,Aprovado,Normal
I0005870,A00552,PSIC,2,2024/2025,1,Reprovado,Normal
I0005871,A00552,MLAB,2,2025/2026,,Não avaliado,Recurso
I0005872,A00553,ING1,1,2024/2025,0,Reprovado,Normal
I0005873,A00553,TRAD,1,2024/2025,4,Reprovado,Normal
I0005874,A00553,FINA,2,2024/2025,14,Aprovado,Normal
I0005875,A00553,BIAR,2,2024/2025,8,Reprovado,Normal
I0005876,A00553,MACR,2,2023/2024,2,Reprovado,Especial
I0005877,A00553,ESTG,1,2025/2026,6,Reprovado,Normal
I0005878,A00553,SOFT,1,2025/2026,18,Aprovado,Recurso
I0005879,A00553,ESTA,1,2025/2026,7,Reprovado,Normal
I0005880,A00553,GENE,1,2023/2024,0,Reprovado,Normal
I0005881,A00553,BDAD,2,2023/2024,1,Reprovado,Normal
I0005882,A00553,PROJ,2,2025/2026,,Não avaliado,Normal
I0005883,A00553,SEMI,2,2024/2025,,Não avaliado,Normal
I0005884,A00553,ALGA,1,2023/2024,,Não avaliado,Recurso
I0005885,A00553,EDUC,1,2023/2024,1,Reprovado,Normal
I0005886,A00554,REDES,2,2023/2024,4,Reprovado,Especial
I0005887,A00554,TRAD,2,2023/2024,3,Reprovado,Normal
I0005888,A00554,FIS1,2,2023/2024,10,Aprovado,Recurso
I0005889,A00554,GENE,2,2025/2026,10,Aprovado,Normal
I0005890,A00554,BIAR,2,2022/2023,15,Aprovado,Normal
I0005891,A00554,SOFT,2,2025/2026,16,Aprovado,Normal
I0005892,A00554,MKTG,1,2024/2025,,Não avaliado,Normal
I0005893,A00554,ING1,1,2024/2025,,Não avaliado,Normal
I0005894,A00554,QUIM,1,2023/2024,18,Aprovado,Normal
I0005895,A00554,CALC,1,2025/2026,19,Aprovado,Normal
I0005896,A00554,BIOC,2,2025/2026,11,Aprovado,Normal
I0005897,A00555,QUIM,2,2023/2024,20,Aprovado,Recurso
I0005898,A00555,ESTG,1,2023/2024,19,Aprovado,Normal
I0005899,A00555,ANAC,1,2024/2025,13,Aprovado,Normal
I0005900,A00555,MICR,2,2025/2026,20,Aprovado,Normal
I0005901,A00555,PSIC,1,2024/2025,20,Aprovado,Recurso
I0005902,A00555,CONT,2,2025/2026,19,Aprovado,Recurso
I0005903,A00555,BIOC,2,2024/2025,19,Aprovado,Normal
I0005904,A00555,TRAD,2,2025/2026,17,Aprovado,Especial
I0005905,A00555,DWHS,1,2025/2026,0,Reprovado,Normal
I0005906,A00555,ESTA,1,2023/2024,13,Aprovado,Recurso
I0005907,A00556,FIS2,2,2025/2026,11,Aprovado,Especial
I0005908,A00556,TRAD,1,2025/2026,10,Aprovado,Normal
I0005909,A00556,REDES,2,2025/2026,11,Aprovado,Normal
I0005910,A00556,SINA,2,2025/2026,11,Aprovado,Normal
I0005911,A00556,MACR,2,2025/2026,15,Aprovado,Normal
I0005912,A00556,ALGA,1,2025/2026,16,Aprovado,Normal
I0005913,A00556,FINA,2,2025/2026,13,Aprovado,Recurso
I0005914,A00556,SEMI,1,2025/2026,,Não avaliado,Recurso
I0005915,A00556,PROG,1,2025/2026,,Não avaliado,Recurso
I0005916,A00556,MKTG,2,2025/2026,12,Aprovado,Normal
I0005917,A00557,REDES,2,2025/2026,20,Aprovado,Normal
I0005918,A00557,PSIC,1,2025/2026,,Não avaliado,Normal
I0005919,A00557,MKTG,2,2025/2026,,Não avaliado,Normal
I0005920,A00557,MLAB,1,2025/2026,19,Aprovado,Normal
I0005921,A00557,MACR,1,2025/2026,,Não avaliado,Normal
I0005922,A00557,QUIM,1,2025/2026,19,Aprovado,Recurso
I0005923,A00557,DSCI,1,2025/2026,15,Aprovado,Normal
I0005924,A00557,FINA,1,2025/2026,13,Aprovado,Normal
I0005925,A00557,PROG,1,2025/2026,16,Aprovado,Normal
I0005926,A00557,BIOC,1,2025/2026,10,Aprovado,Normal
I0005927,A00557,FIS1,2,2025/2026,18,Aprovado,Normal
I0005928,A00558,ANAC,2,2023/2024,10,Aprovado,Normal
I0005929,A00558,QUIM,1,2024/2025,14,Aprovado,Normal
I0005930,A00558,BDAD,2,2024/2025,13,Aprovado,Normal
I0005931,A00558,ING1,2,2023/2024,6,Reprovado,Normal
I0005932,A00558,FIS1,2,2025/2026,19,Aprovado,Especial
I0005933,A00558,PSIC,2,2024/2025,,Não avaliado,Normal
I0005934,A00558,MKTG,2,2023/2024,18,Aprovado,Recurso
I0005935,A00558,PROJ,2,2023/2024,20,Aprovado,Recurso
I0005936,A00559,REDES,2,2025/2026,12,Aprovado,Normal
I0005937,A00559,ANAC,2,2025/2026,18,Aprovado,Normal
I0005938,A00559,PROG,1,2025/2026,17,Aprovado,Normal
I0005939,A00559,FIS1,2,2025/2026,8,Reprovado,Normal
I0005940,A00559,ING1,2,2025/2026,16,Aprovado,Normal
I0005941,A00559,ESTG,1,2025/2026,20,Aprovado,Especial
I0005942,A00559,FIS2,2,2025/2026,5,Reprovado,Normal
I0005943,A00559,SINA,2,2025/2026,15,Aprovado,Normal
I0005944,A00559,ALGA,2,2025/2026,16,Aprovado,Normal
I0005945,A00559,TRAD,1,2025/2026,,Não avaliado,Normal
I0005946,A00559,BIOC,1,2025/2026,19,Aprovado,Especial
I0005947,A00560,CONT,2,2025/2026,19,Aprovado,Normal
I0005948,A00560,PROJ,1,2025/2026,16,Aprovado,Normal
I0005949,A00560,QUIM,2,2025/2026,12,Aprovado,Recurso
I0005950,A00560,EDUC,1,2025/2026,13,Aprovado,Normal
I0005951,A00560,REDES,2,2025/2026,17,Aprovado,Normal
I0005952,A00560,FIS2,1,2025/2026,12,Aprovado,Normal
I0005953,A00560,DSCI,2,2025/2026,13,Aprovado,Normal
I0005954,A00560,MKTG,1,2025/2026,19,Aprovado,Normal
I0005955,A00560,SOFT,1,2025/2026,12,Aprovado,Normal
I0005956,A00560,BDAD,2,2025/2026,19,Aprovado,Normal
I0005957,A00561,ALGA,1,2021/2022,6,Reprovado,Normal
I0005958,A00561,PROG,2,2022/2023,,Não avaliado,Recurso
I0005959,A00561,ING1,1,2020/2021,18,Aprovado,Normal
I0005960,A00561,FIS2,1,2021/2022,10,Aprovado,Normal
I0005961,A00561,PROJ,1,2022/2023,16,Aprovado,Normal
I0005962,A00561,REDES,1,2022/2023,1,Reprovado,Normal
I0005963,A00561,EDUC,2,2025/2026,11,Aprovado,Recurso
I0005964,A00561,FINA,2,2022/2023,18,Aprovado,Normal
I0005965,A00561,ESTA,1,2023/2024,,Não avaliado,Especial
I0005966,A00561,BIOC,2,2024/2025,20,Aprovado,Normal
I0005967,A00561,ESTG,2,2024/2025,13,Aprovado,Normal
I0005968,A00562,BDAD,1,2025/2026,13,Aprovado,Normal
I0005969,A00562,MKTG,1,2023/2024,12,Aprovado,Normal
I0005970,A00562,SOFT,1,2025/2026,11,Aprovado,Normal
I0005971,A00562,DWHS,2,2022/2023,14,Aprovado,Especial
I0005972,A00562,ESTA,1,2022/2023,,Não avaliado,Recurso
I0005973,A00562,QUIM,1,2022/2023,18,Aprovado,Normal
I0005974,A00562,EDUC,2,2023/2024,20,Aprovado,Normal
I0005975,A00562,MACR,2,2022/2023,15,Aprovado,Normal
I0005976,A00562,ESTG,2,2025/2026,9,Reprovado,Recurso
I0005977,A00563,SINA,2,2021/2022,,Não avaliado,Normal
I0005978,A00563,EDUC,2,2023/2024,17,Aprovado,Normal
I0005979,A00563,ING1,1,2022/2023,10,Aprovado,Normal
I0005980,A00563,DWHS,1,2021/2022,12,Aprovado,Normal
I0005981,A00563,BDAD,1,2023/2024,16,Aprovado,Normal
I0005982,A00563,BIAR,1,2021/2022,5,Reprovado,Recurso
I0005983,A00563,TRAD,2,2024/2025,12,Aprovado,Recurso
I0005984,A00563,MLAB,1,2020/2021,19,Aprovado,Normal
I0005985,A00563,SOFT,1,2020/2021,6,Reprovado,Recurso
I0005986,A00563,ANAC,2,2023/2024,20,Aprovado,Especial
I0005987,A00564,DSCI,1,2020/2021,20,Aprovado,Recurso
I0005988,A00564,MLAB,1,2023/2024,15,Aprovado,Normal
I0005989,A00564,PROG,2,2020/2021,16,Aprovado,Recurso
I0005990,A00564,TRAD,2,2024/2025,1,Reprovado,Normal
I0005991,A00564,ESTG,2,2024/2025,20,Aprovado,Normal
I0005992,A00564,ESTA,2,2021/2022,8,Reprovado,Normal
I0005993,A00564,MICR,1,2024/2025,0,Reprovado,Normal
I0005994,A00564,PROJ,1,2021/2022,18,Aprovado,Normal
I0005995,A00564,ANAC,2,2020/2021,6,Reprovado,Normal
I0005996,A00564,BIAR,2,2025/2026,17,Aprovado,Recurso
I0005997,A00565,QUIM,1,2023/2024,20,Aprovado,Recurso
I0005998,A00565,MKTG,1,2024/2025,14,Aprovado,Normal
I0005999,A00565,FIS1,1,2022/2023,18,Aprovado,Normal
I0006000,A00565,REDES,1,2025/2026,12,Aprovado,Normal
I0006001,A00565,GENE,2,2024/2025,14,Aprovado,Normal
I0006002,A00565,SEMI,2,2024/2025,20,Aprovado,Normal
I0006003,A00565,BDAD,2,2024/2025,,Não avaliado,Normal
I0006004,A00565,MACR,1,2024/2025,15,Aprovado,Normal
I0006005,A00565,EDUC,2,2022/2023,10,Aprovado,Normal
I0006006,A00566,PROG,2,2021/2022,15,Aprovado,Recurso
I0006007,A00566,MACR,1,2025/2026,9,Reprovado,Recurso
I0006008,A00566,MICR,2,2021/2022,10,Aprovado,Recurso
I0006009,A00566,GENE,2,2023/2024,20,Aprovado,Normal
I0006010,A00566,SOFT,2,2024/2025,13,Aprovado,Recurso
I0006011,A00566,ING1,1,2024/2025,18,Aprovado,Normal
I0006012,A00566,PSIC,2,2020/2021,13,Aprovado,Normal
I0006013,A00566,CONT,1,2024/2025,20,Aprovado,Normal
I0006014,A00566,CALC,1,2021/2022,20,Aprovado,Normal
I0006015,A00566,DSCI,1,2020/2021,5,Reprovado,Normal
I0006016,A00566,BDAD,2,2021/2022,15,Aprovado,Normal
I0006017,A00566,BIAR,1,2022/2023,11,Aprovado,Normal
I0006018,A00567,EDUC,2,2022/2023,,Não avaliado,Normal
I0006019,A00567,SOFT,1,2022/2023,,Não avaliado,Normal
I0006020,A00567,ING1,2,2023/2024,,Não avaliado,Especial
I0006021,A00567,BIOC,2,2021/2022,17,Aprovado,Normal
I0006022,A00567,FINA,1,2021/2022,16,Aprovado,Recurso
I0006023,A00567,PSIC,2,2022/2023,14,Aprovado,Normal
I0006024,A00567,FIS2,1,2021/2022,12,Aprovado,Normal
I0006025,A00567,SEMI,2,2025/2026,13,Aprovado,Normal
I0006026,A00567,REDES,2,2021/2022,,Não avaliado,Normal
I0006027,A00567,PROG,1,2025/2026,19,Aprovado,Normal
I0006028,A00567,TRAD,1,2022/2023,2,Reprovado,Normal
I0006029,A00567,MLAB,1,2023/2024,6,Reprovado,Normal
I0006030,A00568,ANAC,2,2025/2026,10,Aprovado,Normal
I0006031,A00568,DWHS,1,2023/2024,20,Aprovado,Normal
I0006032,A00568,BIAR,2,2023/2024,14,Aprovado,Normal
I0006033,A00568,ESTG,1,2024/2025,19,Aprovado,Normal
I0006034,A00568,CALC,1,2023/2024,13,Aprovado,Normal
I0006035,A00568,PSIC,1,2023/2024,15,Aprovado,Normal
I0006036,A00568,BIOC,1,2025/2026,14,Aprovado,Normal
I0006037,A00568,SINA,1,2025/2026,16,Aprovado,Normal
I0006038,A00568,GENE,2,2024/2025,10,Aprovado,Normal
I0006039,A00568,REDES,2,2023/2024,12,Aprovado,Normal
I0006040,A00568,PROJ,2,2025/2026,5,Reprovado,Especial
I0006041,A00568,FIS2,2,2025/2026,15,Aprovado,Normal
I0006042,A00568,MLAB,1,2023/2024,20,Aprovado,Recurso
I0006043,A00569,DWHS,2,2023/2024,12,Aprovado,Normal
I0006044,A00569,FINA,1,2024/2025,,Não avaliado,Normal
I0006045,A00569,SEMI,2,2025/2026,18,Aprovado,Normal
I0006046,A00569,MKTG,2,2022/2023,15,Aprovado,Especial
I0006047,A00569,ESTG,2,2023/2024,14,Aprovado,Recurso
I0006048,A00569,ALGA,2,2022/2023,13,Aprovado,Recurso
I0006049,A00569,SOFT,1,2025/2026,,Não avaliado,Recurso
I0006050,A00569,PSIC,2,2022/2023,3,Reprovado,Normal
I0006051,A00569,FIS1,2,2022/2023,17,Aprovado,Recurso
I0006052,A00569,CONT,1,2023/2024,20,Aprovado,Recurso
I0006053,A00569,PROJ,1,2024/2025,19,Aprovado,Normal
I0006054,A00569,MLAB,2,2022/2023,13,Aprovado,Normal
I0006055,A00569,CALC,2,2025/2026,8,Reprovado,Recurso
I0006056,A00569,BIOC,2,2022/2023,19,Aprovado,Normal
I0006057,A00570,ALGA,2,2020/2021,11,Aprovado,Normal
I0006058,A00570,DSCI,2,2025/2026,19,Aprovado,Recurso
I0006059,A00570,MKTG,2,2020/2021,6,Reprovado,Normal
I0006060,A00570,MACR,1,2021/2022,20,Aprovado,Normal
I0006061,A00570,REDES,1,2025/2026,16,Aprovado,Normal
I0006062,A00570,CONT,1,2022/2023,17,Aprovado,Recurso
I0006063,A00570,GENE,1,2025/2026,19,Aprovado,Normal
I0006064,A00570,ING1,2,2024/2025,20,Aprovado,Normal
I0006065,A00570,BIOC,1,2022/2023,,Não avaliado,Normal
I0006066,A00570,MLAB,1,2024/2025,8,Reprovado,Normal
I0006067,A00570,ANAC,2,2023/2024,17,Aprovado,Normal
I0006068,A00570,FIS2,2,2023/2024,17,Aprovado,Normal
I0006069,A00571,MLAB,2,2023/2024,11,Aprovado,Normal
I0006070,A00571,ING1,2,2025/2026,15,Aprovado,Especial
I0006071,A00571,GENE,2,2023/2024,17,Aprovado,Normal
I0006072,A00571,FINA,2,2025/2026,12,Aprovado,Normal
I0006073,A00571,EDUC,2,2023/2024,13,Aprovado,Normal
I0006074,A00571,SINA,1,2022/2023,11,Aprovado,Normal
I0006075,A00571,CALC,1,2023/2024,19,Aprovado,Normal
I0006076,A00571,ESTG,2,2022/2023,11,Aprovado,Normal
I0006077,A00571,BDAD,1,2023/2024,20,Aprovado,Normal
I0006078,A00571,PSIC,2,2024/2025,18,Aprovado,Normal
I0006079,A00571,CONT,2,2024/2025,11,Aprovado,Especial
I0006080,A00572,ESTG,2,2023/2024,7,Reprovado,Recurso
I0006081,A00572,SOFT,1,2025/2026,0,Reprovado,Normal
I0006082,A00572,SINA,2,2024/2025,13,Aprovado,Normal
I0006083,A00572,MLAB,1,2024/2025,12,Aprovado,Normal
I0006084,A00572,BIOC,2,2025/2026,12,Aprovado,Normal
I0006085,A00572,ANAC,2,2023/2024,4,Reprovado,Normal
I0006086,A00572,REDES,1,2024/2025,,Não avaliado,Normal
I0006087,A00572,PROG,1,2025/2026,12,Aprovado,Normal
I0006088,A00572,DSCI,1,2023/2024,8,Reprovado,Normal
I0006089,A00572,MACR,2,2023/2024,,Não avaliado,Normal
I0006090,A00572,FINA,2,2024/2025,19,Aprovado,Normal
I0006091,A00572,GENE,1,2024/2025,19,Aprovado,Recurso
I0006092,A00573,BIOC,1,2024/2025,14,Aprovado,Normal
I0006093,A00573,DSCI,2,2024/2025,16,Aprovado,Normal
I0006094,A00573,FINA,2,2025/2026,14,Aprovado,Normal
I0006095,A00573,PSIC,2,2025/2026,14,Aprovado,Normal
I0006096,A00573,ESTA,1,2025/2026,17,Aprovado,Normal
I0006097,A00573,FIS1,2,2024/2025,,Não avaliado,Normal
I0006098,A00573,SEMI,1,2025/2026,,Não avaliado,Recurso
I0006099,A00574,CALC,1,2023/2024,17,Aprovado,Recurso
I0006100,A00574,BIOC,1,2024/2025,16,Aprovado,Normal
I0006101,A00574,SOFT,1,2022/2023,12,Aprovado,Normal
I0006102,A00574,ALGA,1,2021/2022,18,Aprovado,Normal
I0006103,A00574,SEMI,1,2024/2025,15,Aprovado,Recurso
I0006104,A00574,DWHS,1,2021/2022,2,Reprovado,Normal
I0006105,A00574,MLAB,1,2023/2024,14,Aprovado,Normal
I0006106,A00574,BIAR,2,2020/2021,8,Reprovado,Normal
I0006107,A00574,FIS2,1,2024/2025,18,Aprovado,Normal
I0006108,A00574,REDES,2,2024/2025,20,Aprovado,Normal
I0006109,A00574,FIS1,1,2025/2026,13,Aprovado,Normal
I0006110,A00575,EDUC,1,2023/2024,6,Reprovado,Normal
I0006111,A00575,MLAB,1,2023/2024,17,Aprovado,Especial
I0006112,A00575,PROJ,2,2025/2026,2,Reprovado,Normal
I0006113,A00575,PSIC,2,2024/2025,14,Aprovado,Normal
I0006114,A00575,BDAD,1,2023/2024,10,Aprovado,Recurso
I0006115,A00575,FIS1,2,2025/2026,4,Reprovado,Normal
I0006116,A00575,QUIM,2,2023/2024,17,Aprovado,Normal
I0006117,A00575,DSCI,2,2023/2024,15,Aprovado,Normal
I0006118,A00575,ING1,1,2025/2026,7,Reprovado,Recurso
I0006119,A00575,PROG,1,2023/2024,0,Reprovado,Normal
I0006120,A00576,MICR,2,2024/2025,17,Aprovado,Recurso
I0006121,A00576,ALGA,2,2023/2024,13,Aprovado,Normal
I0006122,A00576,FIS2,1,2024/2025,17,Aprovado,Recurso
I0006123,A00576,ING1,1,2025/2026,18,Aprovado,Recurso
I0006124,A00576,TRAD,2,2025/2026,0,Reprovado,Normal
I0006125,A00576,SEMI,2,2025/2026,17,Aprovado,Normal
I0006126,A00576,EDUC,1,2023/2024,18,Aprovado,Normal
I0006127,A00576,CALC,1,2025/2026,20,Aprovado,Normal
I0006128,A00576,PSIC,1,2024/2025,,Não avaliado,Recurso
I0006129,A00576,BIAR,1,2024/2025,20,Aprovado,Normal
I0006130,A00577,BDAD,1,2020/2021,20,Aprovado,Normal
I0006131,A00577,PROJ,2,2025/2026,14,Aprovado,Normal
I0006132,A00577,ING1,1,2022/2023,16,Aprovado,Normal
I0006133,A00577,ESTA,2,2022/2023,19,Aprovado,Recurso
I0006134,A00577,MICR,1,2024/2025,7,Reprovado,Especial
I0006135,A00577,ESTG,2,2025/2026,17,Aprovado,Normal
I0006136,A00577,SOFT,1,2025/2026,12,Aprovado,Especial
I0006137,A00577,ANAC,1,2024/2025,20,Aprovado,Recurso
I0006138,A00577,PROG,1,2020/2021,11,Aprovado,Recurso
I0006139,A00577,TRAD,1,2023/2024,5,Reprovado,Recurso
I0006140,A00577,ALGA,1,2020/2021,13,Aprovado,Normal
I0006141,A00578,PROJ,2,2022/2023,18,Aprovado,Normal
I0006142,A00578,ALGA,2,2022/2023,19,Aprovado,Recurso
I0006143,A00578,SINA,1,2025/2026,12,Aprovado,Normal
I0006144,A00578,MLAB,2,2023/2024,19,Aprovado,Normal
I0006145,A00578,MKTG,2,2023/2024,19,Aprovado,Normal
I0006146,A00578,MACR,2,2022/2023,14,Aprovado,Especial
I0006147,A00578,SEMI,2,2025/2026,0,Reprovado,Recurso
I0006148,A00578,BDAD,2,2022/2023,19,Aprovado,Recurso
I0006149,A00578,MICR,2,2025/2026,20,Aprovado,Normal
I0006150,A00578,ING1,2,2025/2026,14,Aprovado,Normal
I0006151,A00578,CALC,2,2022/2023,11,Aprovado,Normal
I0006152,A00578,ESTA,2,2023/2024,12,Aprovado,Normal
I0006153,A00578,SOFT,1,2025/2026,11,Aprovado,Especial
I0006154,A00578,BIAR,2,2022/2023,18,Aprovado,Normal
I0006155,A00579,SOFT,2,2020/2021,2,Reprovado,Normal
I0006156,A00579,REDES,1,2025/2026,11,Aprovado,Normal
I0006157,A00579,FIS2,2,2021/2022,16,Aprovado,Normal
I0006158,A00579,DSCI,1,2021/2022,17,Aprovado,Recurso
I0006159,A00579,TRAD,2,2024/2025,17,Aprovado,Normal
I0006160,A00579,ESTG,2,2025/2026,15,Aprovado,Normal
I0006161,A00579,BIAR,2,2022/2023,,Não avaliado,Normal
I0006162,A00579,ESTA,2,2023/2024,,Não avaliado,Recurso
I0006163,A00579,MKTG,2,2024/2025,3,Reprovado,Normal
I0006164,A00579,MLAB,2,2025/2026,9,Reprovado,Normal
I0006165,A00580,MLAB,2,2024/2025,6,Reprovado,Recurso
I0006166,A00580,PSIC,1,2023/2024,9,Reprovado,Normal
I0006167,A00580,BIAR,1,2025/2026,10,Aprovado,Normal
I0006168,A00580,REDES,2,2024/2025,11,Aprovado,Especial
I0006169,A00580,FIS1,1,2025/2026,3,Reprovado,Normal
I0006170,A00580,SOFT,1,2023/2024,17,Aprovado,Normal
I0006171,A00580,QUIM,1,2021/2022,,Não avaliado,Normal
I0006172,A00580,PROG,1,2021/2022,13,Aprovado,Normal
I0006173,A00581,PROJ,2,2025/2026,7,Reprovado,Especial
I0006174,A00581,MACR,2,2023/2024,2,Reprovado,Normal
I0006175,A00581,FIS2,2,2023/2024,,Não avaliado,Normal
I0006176,A00581,CONT,1,2022/2023,16,Aprovado,Normal
I0006177,A00581,MKTG,2,2023/2024,10,Aprovado,Normal
I0006178,A00581,ESTG,1,2023/2024,16,Aprovado,Normal
I0006179,A00581,CALC,1,2024/2025,16,Aprovado,Normal
I0006180,A00581,ESTA,1,2024/2025,19,Aprovado,Recurso
I0006181,A00581,BIAR,1,2021/2022,18,Aprovado,Recurso
I0006182,A00582,FIS1,1,2024/2025,18,Aprovado,Normal
I0006183,A00582,PROG,2,2024/2025,12,Aprovado,Especial
I0006184,A00582,REDES,1,2024/2025,15,Aprovado,Recurso
I0006185,A00582,BIOC,1,2025/2026,13,Aprovado,Normal
I0006186,A00582,ESTG,2,2023/2024,17,Aprovado,Normal
I0006187,A00582,PROJ,1,2025/2026,,Não avaliado,Normal
I0006188,A00582,BIAR,1,2023/2024,,Não avaliado,Normal
I0006189,A00582,MLAB,1,2025/2026,14,Aprovado,Normal
I0006190,A00583,GENE,2,2023/2024,19,Aprovado,Normal
I0006191,A00583,REDES,2,2025/2026,,Não avaliado,Normal
I0006192,A00583,BIOC,1,2023/2024,11,Aprovado,Normal
I0006193,A00583,MLAB,1,2024/2025,13,Aprovado,Recurso
I0006194,A00583,FIS2,2,2025/2026,17,Aprovado,Normal
I0006195,A00583,BDAD,1,2024/2025,20,Aprovado,Normal
I0006196,A00584,TRAD,2,2025/2026,,Não avaliado,Recurso
I0006197,A00584,QUIM,1,2023/2024,15,Aprovado,Normal
I0006198,A00584,FIS1,2,2025/2026,16,Aprovado,Normal
I0006199,A00584,BDAD,1,2023/2024,10,Aprovado,Especial
I0006200,A00584,GENE,1,2021/2022,5,Reprovado,Recurso
I0006201,A00584,CONT,2,2025/2026,19,Aprovado,Normal
I0006202,A00584,FINA,1,2022/2023,5,Reprovado,Normal
I0006203,A00584,PROG,1,2023/2024,12,Aprovado,Normal
I0006204,A00584,PROJ,1,2022/2023,12,Aprovado,Especial
I0006205,A00584,SOFT,2,2022/2023,14,Aprovado,Normal
I0006206,A00584,ALGA,2,2025/2026,0,Reprovado,Normal
I0006207,A00585,FINA,2,2024/2025,17,Aprovado,Normal
I0006208,A00585,GENE,1,2024/2025,,Não avaliado,Normal
I0006209,A00585,SOFT,2,2020/2021,10,Aprovado,Normal
I0006210,A00585,SEMI,2,2021/2022,9,Reprovado,Especial
I0006211,A00585,MACR,1,2020/2021,17,Aprovado,Recurso
I0006212,A00585,EDUC,1,2021/2022,14,Aprovado,Normal
I0006213,A00585,TRAD,2,2021/2022,20,Aprovado,Normal
I0006214,A00585,ING1,2,2022/2023,20,Aprovado,Normal
I0006215,A00585,PROJ,1,2024/2025,,Não avaliado,Normal
I0006216,A00585,MICR,2,2023/2024,15,Aprovado,Recurso
I0006217,A00586,PROG,1,2021/2022,19,Aprovado,Normal
I0006218,A00586,FIS2,1,2023/2024,17,Aprovado,Recurso
I0006219,A00586,MACR,2,2025/2026,19,Aprovado,Normal
I0006220,A00586,QUIM,1,2025/2026,14,Aprovado,Normal
I0006221,A00586,REDES,2,2021/2022,14,Aprovado,Normal
I0006222,A00586,SOFT,2,2021/2022,13,Aprovado,Normal
I0006223,A00586,GENE,2,2022/2023,,Não avaliado,Normal
I0006224,A00586,MICR,2,2021/2022,13,Aprovado,Especial
I0006225,A00586,FINA,2,2021/2022,19,Aprovado,Especial
I0006226,A00586,PSIC,1,2021/2022,10,Aprovado,Normal
I0006227,A00587,TRAD,2,2025/2026,10,Aprovado,Normal
I0006228,A00587,MKTG,1,2022/2023,18,Aprovado,Especial
I0006229,A00587,FINA,2,2024/2025,14,Aprovado,Normal
I0006230,A00587,BIOC,1,2021/2022,20,Aprovado,Normal
I0006231,A00587,PROJ,2,2024/2025,17,Aprovado,Normal
I0006232,A00587,SINA,2,2023/2024,10,Aprovado,Normal
I0006233,A00587,SEMI,2,2025/2026,8,Reprovado,Recurso
I0006234,A00587,QUIM,1,2025/2026,15,Aprovado,Recurso
I0006235,A00587,FIS1,1,2022/2023,,Não avaliado,Recurso
I0006236,A00587,DSCI,2,2025/2026,11,Aprovado,Recurso
I0006237,A00587,GENE,2,2022/2023,17,Aprovado,Normal
I0006238,A00587,DWHS,2,2020/2021,6,Reprovado,Normal
